train-aucpr-mean,train-aucpr-std,test-aucpr-mean,test-aucpr-std
0.7452264998936482,0.02074409978856863,0.7403840361301718,0.01998553172809855
0.7840385581594926,0.02294020609559044,0.77438186705231,0.018725418163399402
0.7910919752088116,0.01863153538838284,0.7800167458582179,0.01616247819288579
0.803262321526508,0.0059918561050750435,0.7962318389867686,0.018548550287035948
0.8045560053527989,0.005643648365887439,0.7992525697085664,0.017476979937629582
0.8055705278708496,0.006082791566596871,0.7997675952615244,0.017704640542169723
0.80786966780066,0.0037762775192693885,0.802880750915168,0.018592615722791757
0.8081598941919212,0.0038964360489231937,0.8037293017026192,0.018475100993124285
0.8083348658582341,0.004114910075493389,0.8040897884001857,0.018868747063140973
0.8087127963302512,0.00418835577899959,0.8043472445330021,0.01848480209880251
0.811479257478411,0.0035348689893791355,0.8080951267955389,0.01621555597422353
0.8144047980799268,0.007973375566186254,0.8099113200231794,0.014922632210538887
0.8147282819892219,0.007346248590741004,0.8107930794841334,0.013617285694491431
0.8167942434848777,0.007693754735372636,0.812283430061937,0.014092282651974769
0.8199237750404125,0.008219151831797673,0.8149977807562081,0.01602056046414933
0.8198622038287372,0.008069943046739747,0.8147671332260812,0.0159080808497276
0.8271202015131779,0.0069954485165535304,0.8194931340213921,0.020664667609047557
0.8281856491068084,0.006098195692726329,0.8208475284197831,0.022282652087693776
0.8306410402806023,0.003502286283711083,0.8257779372135985,0.016866192817020866
0.831728275469288,0.0031082717280151648,0.8264637175110892,0.016457594984648095
0.8343132790468697,0.004121710062218329,0.8293409287353285,0.01502203320333573
0.8344930125081506,0.0041863205754495755,0.8292478972840256,0.015449820196997276
0.8358889818715152,0.0031745674235649124,0.8323540774350098,0.01259468510031193
0.8358915660569812,0.0029060026154903926,0.8320413993814733,0.01326523594301562
0.8362970200679559,0.003188128109983505,0.8320162490187801,0.01325305471402873
0.8364184549113979,0.0033419028448595255,0.8318923799852824,0.012789020446796076
0.8366406452839618,0.0034419055989880617,0.8321210951354144,0.012616113065508708
0.8369874914567752,0.0035840858635046084,0.8324887478940173,0.012253568997498505
