train-aucpr-mean,train-aucpr-std,test-aucpr-mean,test-aucpr-std
0.7735333305251556,0.0274532913863411,0.7607467337286071,0.021363493729835512
0.7994992270269516,0.0047361809436531795,0.7905471135108125,0.012878784406795593
0.8066204704577664,0.003402646920761451,0.7985235653360592,0.015654073591688477
0.8094987867786116,0.0036831274845364986,0.8026189180675104,0.016627896459586296
0.8141988207426835,0.0039046464362596394,0.807371906571483,0.021115635156368117
0.8164735345383489,0.0038222761845264513,0.8094731444116452,0.019697466312092696
0.8180995973295117,0.0020255176632343946,0.8105874231915504,0.0197039137291307
0.8183680036123965,0.0020826152336011353,0.8110902675972996,0.019746405087313613
0.8225158783270905,0.006786247789902407,0.8132977101225443,0.018844128578186688
0.8262088601587017,0.005497486181040473,0.8170768861348892,0.017640349428469846
0.8281722248333898,0.00543683933361123,0.8191710899852465,0.017321660083465546
0.8321548321028839,0.005471895832483253,0.824346561615252,0.012514898311190951
0.8340168194114772,0.0036254076932729752,0.8267174049838317,0.0152758282291721
0.8352339520697372,0.004643471629008723,0.8283517952500314,0.014435754113706442
0.8383861213144701,0.003738609744286099,0.8297411363410048,0.013416547666955382
0.8390022699336894,0.003756539293069252,0.8314619773707482,0.012946824548160887
