train-aucpr-mean,train-aucpr-std,test-aucpr-mean,test-aucpr-std
0.7824248608940669,0.019605983680522843,0.7736010714724476,0.020811635717404017
0.8008143051295228,0.006291092194891667,0.7923157288638756,0.016530815664897187
0.8020052878896392,0.004456414898761961,0.7939675456275058,0.017058428116094676
0.8028851024689917,0.005213213065515411,0.7965353796430786,0.019392725357008766
0.8038312232647498,0.005270991381613211,0.7967308415722159,0.01821444664193973
0.8045700072782435,0.0058021073687691575,0.7978733132975607,0.01772287628478661
0.8062892955594062,0.0032856343088234533,0.800212146490286,0.01834685181992027
0.807043150834137,0.0033860005913666576,0.8017211333222235,0.019092965443625216
0.8070644103771307,0.003214395619776687,0.8016971707936562,0.01893887413558984
0.8116043900337278,0.006820766734676125,0.8052409133910838,0.021124472582105112
0.8122648683238122,0.005785438739314528,0.805852599258005,0.019220156039111685
0.8129950788787564,0.005076225266600543,0.8078411561133443,0.01897094946775368
0.8131989431805022,0.005417610861628424,0.8082509473954331,0.01857441341528044
0.8135737066922383,0.005019579837522722,0.808026083226023,0.018040814167909133
0.813662564209328,0.0051039871316081835,0.808492475612508,0.01869597296671354
0.8140235312573196,0.005348841558655344,0.8089008372602103,0.018678868379118037
0.8142296884688891,0.005333751332423083,0.8089935554612311,0.018762017790211027
0.8144075182612653,0.005331911182777242,0.8086352136340118,0.01912845029216847
0.8144298812963984,0.005497174627688655,0.8087974397312445,0.01866572084639366
0.8144775427733576,0.005443600806432635,0.80864329772922,0.018653581951070607
0.8148336619865386,0.005320054546225898,0.8092759952106089,0.01855329167579441
0.8154654423094618,0.005362384001471032,0.8098925156846819,0.017969151236386472
0.8154790543989108,0.005328383955267121,0.8099662102558078,0.0179395757716655
0.815607577927765,0.005306687008853878,0.8099637221943929,0.018031422205980495
0.8154257032793382,0.0055264967214762265,0.809781335402563,0.017694287574774464
0.8151145269631854,0.005925096993169275,0.8097092211522217,0.017655077182123485
0.8182895380806249,0.008787816820307432,0.8127006575116187,0.016794798699578246
0.81806997892598,0.008522300648919545,0.8124614798349331,0.016734648965146832
0.8184864431973038,0.008456911102273139,0.812681729740708,0.015753228548106575
0.8186057314602845,0.008555220906503319,0.8125938232072885,0.015652144344132216
0.8210107016651456,0.008034032124255271,0.8142493799411751,0.015414455093534995
0.8209849763166819,0.007995731635053448,0.8142454202338646,0.015423460333838006
0.8210684738485146,0.008190148172932048,0.8146433126779229,0.015776022379056898
0.8219069819155511,0.007564431372847864,0.815036159537802,0.015947184284157517
0.8218476544594232,0.007517546731146412,0.8149336285283244,0.015929550970004362
0.8264222758033488,0.00557850942834489,0.8180790100619314,0.01927402334376953
0.8284196107303433,0.004810985358306066,0.8201818527804576,0.022492025515099146
0.8306793126690412,0.00212000302909801,0.8238631905582935,0.01786267658924111
0.8306384675517998,0.0022843005617728496,0.8246703662747603,0.0171730269219
0.8320634674021375,0.0034988124744785337,0.8275979875229684,0.01561346849479397
0.8321169668588165,0.0035116136775045813,0.8287875493326367,0.01513443596232424
0.8321756168329391,0.0034818992142010294,0.8290516239759219,0.015126403610697708
0.8340353767612992,0.0036971505230604545,0.8306792724233516,0.013398635438022811
0.8355475108359007,0.002955174634397154,0.8313891015125524,0.013144802525836566
0.8356263679625517,0.002835338369426736,0.8317364868887716,0.013585657729448895
0.8356228252555601,0.002832144019671427,0.8319869994371532,0.013496419253442707
0.8354776962029773,0.002887820294400468,0.8320218396123951,0.013513290477192491
0.8355017080070104,0.0028148880161645725,0.8318773502225415,0.01328176602733967
0.8355521850552105,0.0027948368938044642,0.8319851719405333,0.013759965070899775
0.8355723354583013,0.0027019727189676645,0.8320118553526605,0.013767375895502093
0.8358742616632266,0.0028058124331746693,0.8322574419257214,0.013869138773613673
0.8359681154779617,0.00277706418471475,0.8322292829572338,0.01393236399937971
0.8362064454664804,0.002748983458909686,0.8321967067020062,0.014128822906823933
0.8362583458085258,0.0028285076017996154,0.831853740661537,0.014184226422998984
0.8364681285491178,0.002932120195168908,0.8318597527548126,0.014136563959698088
0.8367490685931525,0.00294674163579906,0.8316860243495506,0.014141613296903919
0.8368635956061408,0.002881383318103751,0.8317137756622255,0.01422692533400435
0.8369164619450146,0.0029234318111630315,0.8318887659704937,0.014143142706067409
0.8369855689838867,0.0029647771068620765,0.8318118477237407,0.014190527046224604
0.8370445310230503,0.0029417146662776878,0.8318856846555228,0.014181554985281154
0.8370399825670816,0.0029748515069281125,0.8320757179790966,0.014084998834630578
0.8372143403598884,0.00306187839088953,0.8323654260447919,0.013977891110983019
0.8372674697056425,0.0030762047879160856,0.8324162279507907,0.014200689736938018
0.8373637626886209,0.003034935393194708,0.8326111559447611,0.014322317721285277
0.837355584177826,0.00322496767769174,0.8324954823547046,0.01430433084952332
0.8374691098897417,0.0032640110306323324,0.8322983139313888,0.014302522788837528
0.837526801621529,0.0033349873445487305,0.8321863335931334,0.014202260239597458
0.8377030050659275,0.0033833215417046966,0.832208056980348,0.014283758904560621
0.8378348406071001,0.0034785629087553866,0.8321613600556154,0.014131942004468873
0.8378571710759161,0.0035386145566015186,0.8320221970015469,0.014047318018618664
0.8378266020925901,0.0034419709173526525,0.8320948060402028,0.014016997651996743
0.8379887171916893,0.0035397243606082726,0.8328717232215574,0.013714790950220905
0.8379864867848804,0.0034323962363784952,0.8327386916544455,0.013695880617198166
0.8380224561596659,0.0034396369063737263,0.833054800466333,0.013465014548448607
0.8380651702569024,0.00342869015839869,0.8333028660199476,0.013620920115971205
0.8380954390697658,0.003513836015840899,0.8331694737091964,0.01358071845455904
0.8378751471806378,0.003564788816802146,0.8329850577334312,0.013278267450264199
0.838653052020128,0.0037372957829628897,0.8320460529835036,0.01334223664712805
0.8386952962838838,0.0037558651148715517,0.8319597962259829,0.013386159866163361
0.8389384099292497,0.0036701564924005703,0.8319608869015802,0.013392030417311542
