train-aucpr-mean,train-aucpr-std,test-aucpr-mean,test-aucpr-std
0.7875573832744561,0.020979477115253164,0.7779697718904541,0.0222245533086184
0.8007317992677498,0.003287511207303858,0.7937005028262953,0.014823409133002225
0.8045977378644984,0.00511635639674895,0.7960225296515411,0.016137316273626256
0.8059010929466824,0.005341028678565232,0.7993622521449807,0.018264878650795655
0.8083308495394244,0.003354390508177661,0.8022471862718141,0.01669127405306192
0.8094299495346042,0.003371795827028529,0.8031656765331752,0.016741783205026537
0.8101068872487621,0.0031533526339437208,0.8037174954207107,0.016868285676262043
0.8105559563321683,0.002644457247302669,0.8036410955166721,0.016774741848828906
0.811749454030702,0.0018603961388127949,0.8054303044029263,0.016522539247018866
0.8157793064044647,0.005559856553395632,0.8085403605415795,0.01813206402035124
0.8169334280104354,0.005525119874276841,0.809886830224972,0.01746425326188108
0.8180327497551121,0.005464224515105732,0.8124099088901131,0.01807184124313744
0.8182359392118658,0.005503221502315152,0.8122355768725134,0.018098334360966875
0.8187159924163142,0.005219485657561347,0.8130042992907205,0.018117079143898124
0.8188872851206582,0.005127467067943423,0.8130913626938542,0.017890844126532877
0.8197645178118196,0.005465552988208473,0.8133810951335588,0.017782971962170876
0.821252600843908,0.005264346707854938,0.8143650766791323,0.017098319103585686
0.8244687383015247,0.0030479557987654975,0.8171584647381624,0.020921095096781063
0.8246157595017195,0.003113501457564911,0.8172058560489484,0.020904117155794738
0.8250319420700549,0.003336802178843277,0.8174804810768366,0.02105562957888302
0.8250563760419108,0.0032787076737859377,0.817691624847677,0.02106577480021653
0.8268631054290516,0.0031961384908476297,0.8219008246580527,0.017261482324465876
0.8271462026691285,0.0031661054826568388,0.8218174057430868,0.016641245592918814
0.8299300960678082,0.003983389096777513,0.8240426053388659,0.016544042617342356
0.8323640583314699,0.003219804998629174,0.8249332796876926,0.015369753697994893
0.8325223449719552,0.0031113595979754337,0.8250314412079716,0.015381777911280713
0.8327928699729907,0.0034033199560456733,0.8253444575232927,0.015485298300869034
0.8330026633486373,0.0034418173852784136,0.8255438603793095,0.015270819498215899
0.8341562045063016,0.0034681170394442436,0.8259226424569037,0.014788437872641386
0.8342348479405451,0.003472636785376827,0.8258271471616837,0.014511801498700731
0.8359735382400342,0.0032112272273132373,0.8266036043303673,0.014759049288503124
0.8360233975449619,0.0032058352030966846,0.8266051301348483,0.014600744916468525
0.8367555742494727,0.0018727450999297469,0.8274644949698601,0.016222677949388187
0.8367802315491073,0.0018568588671374379,0.8273087367520342,0.016022238283095465
0.8382964728186234,0.002956607501074709,0.8294945424080564,0.0143545494161184
0.8384312661240623,0.0029804722149555664,0.8294968785535041,0.014674615024010143
0.838593638134595,0.0032044120992882506,0.8309117722956036,0.013477052682617424
0.8387818328215998,0.0031326801025316994,0.8307688745091646,0.013785422819140532
0.8389572110129759,0.003007671227218557,0.8313060040079984,0.013872892723674413
0.8394534432158576,0.0031472555817037566,0.8323587581177925,0.013132753126655976
0.8395617147050928,0.0031684899474495654,0.8322853638771457,0.013170670319121246
0.8395727902176876,0.0032004006711448692,0.8322686025680387,0.013227791659600719
0.8397573309907058,0.003340466593018353,0.8319820787527277,0.013270332105991201
0.839952168397551,0.003450011946976153,0.8329358508208665,0.012943364075965014
0.8401481494383318,0.003510147967694571,0.8327135852481968,0.013108953556659041
0.8401882834446189,0.0035221536311880273,0.8329401714836813,0.013080670791373912
0.8402957453928706,0.0035509367972440292,0.8327679615501349,0.013213307199325338
0.8403836227154396,0.003657850744623823,0.8329665796628436,0.0131948155820251
0.8407728408158638,0.003595267312426193,0.8328886125845415,0.013309790076578504
0.841024366583715,0.0037467931959391937,0.8335835727782659,0.012802143648995727
0.8410579727599565,0.0036807230226655442,0.8337155885799454,0.012855219535674525
0.8412557262081719,0.0037547842824646226,0.8336049001409676,0.012957343228195634
0.8417437173762519,0.0040131656630452575,0.8330671922225024,0.013238574564046491
0.8419445226449218,0.004198824313923971,0.8331882627754268,0.013073116985274767
0.841992929502742,0.004125311530489459,0.8327611305815064,0.013295572469148021
0.8420471517023905,0.0041785031831894585,0.8327869622413369,0.013485322180875775
0.8421449173182689,0.003997665478744628,0.8328057406634028,0.013757167595166061
0.8423456006501141,0.004065762238348711,0.8328081231427703,0.013828080379081122
0.8422887620690662,0.004064063090457488,0.8329033230439563,0.013727931400359526
0.8426129773026718,0.0040720742382826325,0.8326027587898375,0.013822860850161102
0.8427110806355793,0.003993502724344494,0.8325284744035957,0.013446780689259348
0.8431678607625688,0.004047192683414869,0.8326531726425005,0.013186509353190637
0.8429020603635866,0.0042519428400513625,0.8330600462688118,0.01325501164877727
0.8429346152656587,0.004119394456695343,0.8332014271318042,0.013201654712187212
0.8431153043022229,0.004082635601833395,0.8330227303048551,0.013379768295353723
0.8435455125347973,0.003991141010863629,0.83306696856811,0.01318608233413251
0.8437021382418222,0.003991542730972493,0.8328473256138219,0.013321693373776242
0.843840256655102,0.003790557658129922,0.8326412263773246,0.013550666554372977
0.8439785883137235,0.0038132938449579085,0.8327285315712659,0.013964501264494689
0.8442465388741661,0.003767596384152488,0.8327035369115533,0.013894243866747485
0.8443318018188357,0.003760029237903923,0.8328867703286835,0.013787614488275165
0.8444651551539204,0.0037051677066981975,0.8322525496741365,0.012781437594007995
0.8446313026971867,0.003696104308827905,0.8324885148802024,0.01240769403780953
0.8449042547179302,0.0037928890170415195,0.8322984518803309,0.012488029745616792
0.8445785459057589,0.0036034930082014405,0.8317613656857622,0.012637262822592232
0.8446921821792023,0.0037579671226457595,0.8318075077171511,0.012921004141307353
